"en","az","ml","sq","mt","am","mk","mi","ar","mr","hy","af","mn","eu","de","ba","ne","be","no","bn","pa","my","bg","fa","bs","pl","cy","pt","hu","ro","vi","ru","ht","gl","sr","nl","si","sk","el","sl","ka","sw","gu","su","da","tg","he","th","yi","tl","id","ta","ga","tt","it","te","is","tr","es","kk","uz","kn","uk","ca","ur","ky","fi","zh","fr","ko","hi","xh","hr","km","cs","lo","sv","la","gd","lv","et","lt","eo","lb","jv","mg","ja","ms""millisecond","ms","മില്ലിസെക്കൻഡ്","të dytë","millisekonda","millisecond","милисекунда","hākonamano koe","ميلي ثانية واحدة","मिलिसेकंद","ms","millisekonde","millisecond","milisegundo","Millisekunde","миллисекунд","मिलीसेकेन्ड","мілісекунды","millisekund","মিলিসেকেন্ডে","ਮਿਲੀਸਕਿੰਟ","millisecond","милисекунда","میلی ثانیه","milisekundu","milisekundy","millisecond","milissegundo","milliszekundum","milisecundă","mili giây","миллисекунды","milisgond","milésima de segundo","милисекунди","milliseconde","මිලි තත්පර","milisekundy","χιλιοστό του δευτερολέπτου","milisekund","მილიწამი","millisecond","મિલિસેકન્ડ","millisecond","millisekund","миллисекунды","אלפית שנייה.","เสี้ยววินาที","מיליסעקאַנד","millisecond","milidetik","கணப்பொழுது","millisecond","миллисекунды","millisecondo","మిల్లిసెకనులో","millisekúndu","milisaniyelik","milisegundo","миллисекунды","millisecond","ಮಿಲಿಸೆಕೆಂಡ್","мілісекунди","mil · lèsima de segon","millisecond کی","миллисекунды","millisekunnin","毫秒","milliseconde","밀리세컨드","millisecond","millisecond","milisekundu","មិល្លី","milisekundu","millisecond","millisekund","millisecond","millisecond","milisekunžu","millisekundis","milisekundės","milisekundo","millisekunde","milidetik","millisecond","ミリ秒","milidetik"
"milliseconds","миллисекундах","ത്തിനും","milisekonda","millisekondi","አዳዲስ","милисекунди","hākonamano","ميلي ثانية","मिलिसेकंद","миллисекундах","millisekondes","миллисекунд","milisegundotan","Millisekunden","миллисекунд","मिलिसेकेन्ड","мілісекундах","millisekunder","মিলিসেকেন্ড","ਮਿਲੀਸਕਿੰਟ","စက္ကန်","милисекунди.","میلی ثانیه","milisekundi","milisekundach","milieiliadau","milissegundos","milliszekundum","de milisecunde","mili giây","миллисекундах","milisgond","milisegundos","милисекундама","milliseconden","අනුරූපව මිලි තත්පර","milisekundách","χιλιοστά του δευτερολέπτου","milisekund","მილიწამებში","milliseconds","મિલિસેકન્ડોમાં","milliseconds","millisekunder","миллисекундах","מילישניות.","หน่วยมิลลิวินาที","מיליסעקאַנדז","millisecond","milidetik","மில்லி விநாடிகளில்","milleasoicind","миллисекундах","millisecondi","మిల్లీసెకన్లు","millisekúndur","milisaniye","milisegundos","миллисекундах","milliseconds","ಮಿಲಿಸೆಕೆಂಡುಗಳು","мілісекундах","mil·lisegons","milliseconds","миллисекундах","millisekuntia","毫秒","millisecondes","밀리초 단위","मिसे","neon","milisekundama","មិល្លី","milisekund","ວິນາທີ","millisekunder","milliseconds","milliseconds","milisekundēs","millisekundit","milisekundžių","milisekundoj","millisekonne","milliseconds","milliseconds","ミリ秒","milidetik"
"seconds","saniyə","സെക്കൻഡ്","sekonda","sekondi",".","секунди","hēkona","ثانية","सेकंद","վայրկյան","sekondes","секунд","segundo","Sekunden","секунд","सेकेन्ड","секунд","sekunder","সেকেন্ড","ਸਕਿੰਟ","စက္ကန့်","секунди","ثانیه","sekundi","sekund","eiliad","segundos","másodperc","secunde","giây","секунд","segonn","segundos","секунди","seconden","තත්පර","sekúnd","δευτερόλεπτα","sekund","წამი","sekunde","સેકન્ડ","detik","sekunder","сония","שניות","วินาที","סעקונדעס","segundo","detik","விநாடிகள்","soicind","секунд","secondi","సెకన్లు","sekúndur","saniye","segundos","секунд","soniya","ಸೆಕೆಂಡುಗಳ","секунд","segons","سیکنڈ","секунд","sekuntia","几秒钟","secondes","초","सेकंड","imizuzwana","sekundi","វិនាទី","sekund","ວິນາທີ","sekunder","secundus","seconds","sekundes","sekundit","sekundžių","sekundoj","sekonnen","detik","segondra","秒","saat"
"minutes","dəqiqə","മിനിറ്റ്","minuta","minuti","ደቂቃዎች","минути","meneti","دقائق","मिनिटे","րոպե","minute","минут","minutu","Minuten","минут","मिनेट","хвілін","minutter","মিনিট","ਮਿੰਟ","မိနစ်","минути","دقیقه","minute","min.","munud","minutos","perc","minute","phút","минут","minit","minutos","минута","minuten","විනාඩි","minút","λεπτά","minut","წუთი","dakika","મિનિટ","menit","minutter","дақиқа","דקות","นาที","מינוט","minuto","menit","நிமிடங்கள்","nóiméad","минут","minuti","నిమిషాలు","mínútum","dakika","minutos","минут","daqiqa","ನಿಮಿಷಗಳ","хвилин","minuts","منٹ","минут","minuuttia","分钟","minutes","분","मिनट","imizuzu","minuta","នាទី","minut","ນາທີ","minuter","minutes","mionaid","minūtes","minutit","minutes","minutoj","minutte","menit","minitra","分","minit"
"hours","saat","മണിക്കൂർ","orë","sigħat",".","часа","haora","ساعات","तास","ժամ","ure","цаг","ordu","Stunden","сәғәт","घण्टा","гадзін","timer","ঘন্টা","ਘੰਟੇ","နာရီ","часа","ساعت","sata","godzin","oriau","horas","óra","ore","giờ","часов","èdtan","horas","сати","uur","පැය","hodín","ώρες","ur","საათი","masaa","કલાક","jam","timer","соат","שעות","ชั่วโมง","שעה","oras","jam","மணி","uair an chloig","сәгать","ore","గంటల","klukkustundir","saat","horas","сағат","soat","ಗಂಟೆಗಳ","годин","hores","گھنٹے","сааттын","tuntia","小时","heures","시간","घंटे","iiyure","sati","ម៉ោង","hodin","ຊົ່ວໂມ","timmar","horas","uair","stundas","tundi","valandos","horoj","stonnen","jam","ora","時間","jam"
"days","gün","ദിനങ്ങൾ","ditë","- il jum","ቀናት","дена","ra","أيام","दिवस","օր","dae","өдөр","egun","Tage","көн","दिन","дзён","dager","দিন","ਦਿਨ","ရက်","дни","روز","dana","dni","diwrnod","dias","nap","zile","ngày","дней","jou","días","дана","dagen","දින","dní","ημέρες","dni","დღის","siku","દિવસ","poe","dage","рӯз","ימים","วัน","טעג","araw","hari","நாட்கள்","lá","көн","giorni","రోజులు","daga","gün","días","күн","kun","ದಿನಗಳು","днів","dies","دن","күн","päivää","天","jours","일","दिन","kwiintsuku","dana","ថ្ងៃ","dny","ມື້","dagar","diebus","làithean","dienas","päeva","dienų","tagoj","deeg","dina","andro","日","hari-hari"
"weeks","həftə","മാസം","javë","ġimgħat","የሚሰጡዋቸውን","недели","wiki","أسابيع","आठवडे","շաբաթ","weke","долоо хоног","aste","Wochen","аҙна","सप्ताह","тыдня","uker","সপ্তাহ","ਹਫ਼ਤੇ","ပတ္","седмица","هفته","tjedana","tygodnie","wythnos","semanas","hét","săptămâni","tuần","недели","semèn","semanas","недеља","weken","සති","týždňov","εβδομάδες","tednov","კვირის","wiki","અઠવાડિયા","minggu","uger","ҳафта","שבועות","อาทิตย์","וואָכן","linggo","minggu","வாரங்கள்","seachtaine","атна","settimane","వారాల","vikum","hafta","semanas","апта","hafta","ವಾರಗಳ","тижня","setmanes","ہفتے","жуманын","viikkoa","星期","semaines","주","सप्ताह","kwiiveki","tjedna","សប្តាហ៍","týdny","ອາທິດ","veckor","septimanas","cola-deug","nedēļas","nädalat","savaites","semajnoj","wochen","minggu","herinandro","週間","minggu"
"months","ay","മാസം","muaj","xhur","ወራት","месеци","marama","أشهر","months","ամիս","maande","сар","hilabete","Monate","ай","महिना","месяцаў","måneder","মাস","ਮਹੀਨੇ","လ","месеца","ماه","mjeseci","miesięcy","mis","meses","hónap","luni","tháng","месяцев","mwa","meses","месеци","maanden","මාස","mesiacov","μήνες","mesecev","თვის","miezi","months","bulan","måneder","моҳ","חודשים","เดือน","חדשים","buwan","bulan","மாதங்கள்","mhí","ай","mesi","months","mánuðum","ay","meses","ай","oy","ತಿಂಗಳ","місяців","mesos","ماہ","ай","kuukautta","几个月","mois","개월","महीने","kwiinyanga","mjeseci","ខែ","měsíců","ເດືອນ","månader","menses","mìos","mēneši","kuud","mėnesių","monatoj","méint","sasi","volana","ヶ月","bulan"
"years","yaş","വര്ഷം","vjet","snin","ዓመት","години","tau","سنوات","वर्षे","տարի","jaar","жил","urte","Jahre","йыл","वर्ष","гадоў","år","বছর","ਸਾਲ","နှစ်","години","سال","godina","lat","mlynedd","anos","év","ani","năm","лет","ane","anos","година","jaar","වසර","rokov","χρόνια","leta","წლის","miaka","વર્ષ","taun","år","сол","שנים","ปี","יאָרן","taon","tahun","ஆண்டுகள்","bliain","ел","anni","సంవత్సరాల","ára","yıl","años","жыл","yil","ವರ್ಷಗಳ","років","anys","سال","жыл","vuotta","年","ans","세","साल","iminyaka","godina","ឆ្នាំ","let","ປີ","år","annis","bliadhna","gadi","aasta","metų","jaroj","joer","taun","taona","年","tahun-tahun"
"decades","onilliklər","പതിറ്റാണ്ടുകളായി","dekada","deċennji","ሆኗል","децении","tekau","عقود","दशके","տասնամյակների ընթացքում","dekades","арван жилийн","hamarkada","Jahrzehnte","тиҫтәнән","दशक","дзесяцігоддзі","tiår","দশক","ਦਹਾਕੇ","ဆယ်စုနှစ်","десетилетие","دهه","decenijama","dekady","degawdau","décadas","évtizedek","zeci de ani","nhiều thập kỷ","десятилетия","dè dekad","décadas","деценије","decennia","දශක","desaťročia","δεκαετίες","desetletja","ათწლეულების განმავლობაში","miongo kadhaa","દાયકાઓ સુધી","puluhan","årtier","даҳсолаи","עשרות שנים","รอบหลายศตวรรษ","דעקאַדעס","dekada","dekade","பல தசாப்தங்களாக","fiche nó tríocha bliain","унъеллык","decenni","దశాబ్దాల","áratugi","yıllardır","décadas","онжылдықта","o'n yilliklar","ದಶಕಗಳ","десятиліття","dècades","دہائیوں","он","vuosikymmeniä","几十年","décennies","수십 년","दशकों","decades","desetljeća","វត្ស","desetiletí","ທົດສະວັດ","årtionden","decades","deichead","gadu desmitiem","aastakümneid","dešimtmečius","jardekoj","joerzéngte","puluh","am-polo taona","数十年","dekad"
"centuries","əsrlər","നൂറ്റാണ്ടുകൾ","shekuj","sekli","centuries","со векови","te mau tenetere","قرون","शतके","դարերի","eeue","олон зууны","mendeetan","Jahrhunderte","быуат","शताब्दीयौं","стагоддзяў","århundrer","শতাব্দী","ਸਦੀ","ရာစုနှစ်","векове","قرن","vekovima","wieków","canrifoedd","séculos","évszázadokkal","secole","nhiều thế kỷ","веков","syèk","séculos","векова","eeuwen","සියවස්","storočí","αιώνες","stoletja","საუკუნეების","karne","સદીઓ","abad","århundreder","асрҳо","מאות שנים.","หลายศตวรรษ","סענטשעריז","siglo","berabad-abad","பல நூற்றாண்டுகளாக","céadta bliain","гасырлар","secoli","శతాబ్దాల","öldum","yüzyıllar","siglos","ғасырлар","asrlar","ಶತಮಾನಗಳ","століть","segles","صدیوں","кылымдар","vuosisatojen","几个世纪","siècles","기","सदियों","centuries","stoljeća","សតវត្ស","století","ສັດຕະວັດ","århundraden","saecula","linn","gadsimtiem","sajandil","amžius","jarcentoj","joerhonnerte","abad","nandritra ny taonjato maro","何世紀もの","berabad-abad"
"millennia","minilliklərin","ആയിരക്കണക്കിന് വര്ഷങ്ങള്","mijëvjeçarë","eluf ta'snin","millennia","милениуми","tauatini","آلاف السنين","हजारांपेक्षा","հազարամյակների","millennia","мянган жилийн","mila","Jahrtausende","мең йыллыҡтар","सहस्राब्दियों","тысячагоддзяў","årtusener","সহস্রাব্দ","millennia","ထောင်","хилядолетия","هزاره","milenijuma","tysiąclecia","filoedd o flynyddoedd","milênios","évezredekkel","milenii","thiên niên kỷ","тысячелетий","milenèr","milenios","миленијума","millennia","වසර දහස් ගණනක්","tisícročia","χιλιετίες","tisočletja","ათასწლეულების","ya milenia","સહસ્ત્રાબ્દી","millennia","årtusinder","тысячелетий","אלפי שנים","เกี","מאַלעניאַ","millennia","ribuan tahun","நூற்றாண்டுகளுக்கும்","millennia","меңьеллык","millenni","millennia","árþúsundir","bin yıl","milenios","мыңжылдықтар","ming yillar","ಸಹಸ್ರಾರು","тисячоліть","mil·lennis","صدیوں","тысячелетий","vuosituhansien","几千年","millénaires","천년","सदियों","millennia","tisućljeća","ពាន់","tisíciletí","ນໆ","årtusenden","millenniis","millennia","millennia","aastatuhandete","tūkstantmečius","jarmiloj","joerdausende","millennia","arivo taona","gcoe若手シンポジウム","ribuan tahun"
"January","Yanvar","ജനുവരി","Janar","Jannar","ጥር","Јануари","January","كانون الثاني / يناير","जानेवारी","Հունվար","Januarie","Нэгдүгээр","Urtarrila","Januar","Ғинуарҙа","जनवरी","Студзень","Januar","জানুয়ারি","ਜਨਵਰੀ","ဇန္နဝါ","Януари","ژانویه","Januar","Styczeń","Ionawr","Janeiro","Január","Ianuarie","Tháng giêng","Январь","Janvye","Xaneiro","Јануар","Januari","ජනවාරි","Januára","Ιανουαρίου","Januarja","იანვარი","Januari","જાન્યુઆરી","Januari","Januar","Январ","ינואר","เดือนมกราคม","יאַנואַר","Enero","Januari","ஜனவரி","Eanáir","Гыйнвар","Gennaio","జనవరి","Janúar","Ocak","Enero","Қаңтар","Yanvar","ಜನವರಿ","Січень","Gener","جنوری","Январь","Tammikuuta","一月","Janvier","월","जनवरी","Ngojanuwari","Siječanj","ខែមករា","Leden","ເດືອນມັງກອນ","Januari","January","An t-samhain","Janvāris","Jaanuar","Sausio","Januaro","Januar","Januari","Janoary","月","Januari"
"February","Fevral","ഫെബ്രുവരി","Shkurt","Frar","የካቲት","Февруари","Hui-tanguru","شباط / فبراير","फेब्रुवारी","Փետրվար","Februarie","Хоердугаар сар","Otsaila","Februar","Февраль","फेब्रुअरी","Лютага","Februar","ফেব্রুয়ারি","ਫਰਵਰੀ","ဖေဖေါ်ဝါ","Февруари","فوریه","Februar","Luty","Chwefror","Fevereiro","Február","Februarie","Ngày","Февраль","Fevriye","Febreiro","Фебруар","Februari","පෙබරවාරි","Februára","Φεβρουαρίου","Februarja","თებერვალი","Februari","ફેબ્રુઆરી","Pébruari","Februar","Феврал","פברואר","เดือนกุมภาพันธ์","פעברואר","Pebrero","Februari","பிப்ரவரி","Feabhra","Февраль","Febbraio","ఫిబ్రవరి","Febrúar","Şubat","Febrero","Ақпан","Fevral","ಫೆಬ್ರವರಿ","Лютий","Febrer","فروری","Февраль","Helmikuuta","二月","Février","월","फरवरी","Februwari","Veljača","ខែកុម្ភៈ","Únor","ເດືອນກຸມພາ","Februari","February","An gearran","Februāris","Veebruar","Vasario","Februaro","Februar","Februari","Febroary","月","Februari"
"March","Mart","മാർച്ച്","Mars","Marzu","መጋቢት","Март","March","آذار / مارس","मार्च","Մարտի","Maart","Гуравдугаар","Martxoaren","März","Март","मार्च","Сакавіка","Mars","মার্চ","ਮਾਰਚ","မတ်လ","Март","مارس","Marta","Marca","Mawrth","Março","Március","Martie","Ngày","Марта","Mas","Marzo","Марта","Maart","මාර්තු","Marec","Μαρτίου","Marec","მარტი","Machi","માર્ચ","Maret","Marts","Март","מרץ","มีนาคม","מאַרץ","Marso","Maret","மார்ச்","Márta","Март","Marzo","మార్చి","Mars","Mart","Marzo","Наурыз","Mart","ಮಾರ್ಚ್","Березня","Març","مارچ","- Мартындагы","Maaliskuussa","三月","Mars","월","मार्च","Kweyokwindla","Ožujak","ខែមីនា","Březen","ນາ","Mars","Martii","Am màrt","Marts","Märts","Kovo","Marto","Mäerz","Maret","Diabe","月","Mac"
"April","Aprel","ഏപ്രിൽ","Prill","Ta'April","ሚያዚያ","Април","April","نيسان / أبريل","एप्रिल","Ապրիլ","April","Дөрөвдүгээр","Apirilaren","April","Апрель","अप्रिल","Красавік","April","এপ্রিল","ਅਪ੍ਰੈਲ","ဧပြီလ","Април","مارس","April","Kwiecień","Ebrill","Abril","Április","Aprilie","Ngày","Апрель","Avril","Abril","Април","April","අප්රේල්","Apríl","Απριλίου","April","აპრილი","Aprili","એપ્રિલ","April","April","Апрел","אפריל","เอพริล","אפריל","Abril","April","ஏப்ரல்","Aibreán","Апрель","Aprile","ఏప్రిల్","Apríl","Nisan","Abril","Сәуір","Aprel","ಏಪ್ರಿಲ್","Квітень","D'abril","اپریل","Апрель","Huhtikuuta","四月","Avril","월","अप्रैल","Ngoaprili","Travanj","ខែមេសា","Duben","ເດືອນເມສາ","April","Aprilis","An t-samhain","Aprīlis","Aprill","Balandžio","Aprilo","Abrëll","April","Aprily","月","April"
"May","May","മേയ്","Mund të","Jista","ግንቦት","Може да","Kia","قد","मे","Մայիս","Mag","Болно","Maiatzaren","Mai","Май","सक्छ","Май","Kan","হতে পারে","ਹੋ ਸਕਦਾ ਹੈ","မေလ","Май","ممکن است","Neka","Maj","Gall","Pode","Május","Poate","Có thể","Май","Pouvwa","Pode","Мај","Mei","හැක","Môže","Μπορεί να","Lahko","შეიძლება","Inaweza","શકે છે","Bisa","Kan","Май","אולי","อาจจะ","מייַ","Maaaring","Mungkin","மே","D ' fhéadfadh","Май","Maggio","మే","Getur","Olabilir","Mayo","Мамыр","Mumkin","ಮೇ","Травень","Maig","کر سکتے ہیں","Май","Voi","可","Mai","도","हो सकता है","Wanga","Svibanj","អាច","Května","ອາດຈະ","Maj","Ut","An cèitean","Maijs","Võib","Gali","Majo","Mee","Uga","Mety","月","Mungkin"
